stop_id,stop_code,platform_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,position,direction,wheelchair_boarding,tts_stop_name
hillsdale,hillsdale,,Hillsdale Station,,37.542392678,-122.301612061,,,1,,America/Los_Angeles,,,0,hillsdale
lawrence,lawrence,,Lawrence Station,,37.3707,-121.9969,,,1,,America/Los_Angeles,,,0,lawrence
menlo_park,menlo_park,,Menlo Park Station,,37.4548,-122.18245,,,1,,America/Los_Angeles,,,0,menlo park
MIL-02-SB,MIL-02-SB,,Elevator: Millbrae Caltrain Southbound,,37.60001734,-122.3870719,,,2,place_MLBR,,,,1,
MIL-03-NB,MIL-03-NB,,Elevator: Millbrae Caltrain Northbound,,37.60005351,-122.3867681,,,2,place_MLBR,,,,1,
morgan_hill,morgan_hill,,Morgan Hill Station,,37.129644,-121.650558,,,1,,America/Los_Angeles,,,0,morgan hill
mountain_view,mountain_view,,Mountain View Station,,37.395067,-122.07722,,,1,,America/Los_Angeles,,,0,mountain view
palo_alto,palo_alto,,Palo Alto Station,,37.44322,-122.16429,,,1,,America/Los_Angeles,,,0,palo alto
place_MLBR,place_MLBR,,Millbrae,,37.5999,-122.38675,,,1,,America/Los_Angeles,,,0,millbrae
redwood_city,redwood_city,,Redwood City Station,,37.485865,-122.2315,,,1,,America/Los_Angeles,,,0,redwood city
san_antonio,san_antonio,,San Antonio Station,,37.407239431,-122.107115562,,,1,,America/Los_Angeles,,,0,san antonio
san_bruno,san_bruno,,San Bruno Caltrain Station,,37.630460335,-122.411709042,,,1,,America/Los_Angeles,,,0,san bruno
san_carlos,san_carlos,,San Carlos Station,,37.508033,-122.2602,,,1,,America/Los_Angeles,,,0,san carlos
san_francisco,san_francisco,,San Francisco Caltrain Station,,37.776404,-122.394911,,,1,,America/Los_Angeles,,,0,san francisco
san_martin,san_martin,,San Martin Station,,37.085984,-121.61048,,,1,,America/Los_Angeles,,,0,san martin
san_mateo,san_mateo,,San Mateo Station,,37.56824,-122.3239,,,1,,America/Los_Angeles,,,0,san mateo
santa_clara,santa_clara,,Santa Clara Caltrain Station,,37.353384,-121.936465,,,1,,America/Los_Angeles,,,0,santa clara
SBR-01-SB,SBR-01-SB,,Elevator: San Bruno Caltrain Southbound,,37.63101455,-122.4120764,,,2,san_bruno,,,,1,
SBR-02-NB,SBR-02-NB,,Elevator: San Bruno Caltrain Northbound,,37.63093676,-122.4116373,,,2,san_bruno,,,,1,
SJD-01-STB,SJD-01-STB,,Elevator: San Jose Diridon Caltrain Station Building,,37.32972911,-121.9026427,,,2,sj_diridon,,,,1,
sj_diridon,sj_diridon,,San Jose Diridon Station,,37.329694,-121.903208,,,1,,America/Los_Angeles,,,0,san jose diridon
SMT-01-NB,SMT-01-NB,,Elevator: San Mateo Caltrain Northbound,,37.56824861,-122.3238951,,,2,san_mateo,,,,1,
SMT-02-SB,SMT-02-SB,,Elevator: San Mateo Caltrain Southbound,,37.56812106,-122.3240982,,,2,san_mateo,,,,1,
south_sf,south_sf,,South San Francisco Caltrain Station,,37.655941416,-122.404979006,,,1,,America/Los_Angeles,,,0,south san francisco
stanford,stanford,,Stanford Station,,37.43895,-122.15715,,,1,,America/Los_Angeles,,,0,stanford
sunnyvale,sunnyvale,,Sunnyvale Station,,37.378934,-122.0315,,,1,,America/Los_Angeles,,,0,sunnyvale
TAM-01-CB,TAM-01-CB,,Elevator: Tamien Caltrain Center Board,,37.31280745,-121.8848646,,,2,tamien,,,,1,
tamien,tamien,,Tamien Caltrain Station,,37.31269,-121.8847,,,1,,America/Los_Angeles,,,0,tamien
